# ================================================================================
# Inverse MPM Material Learning - Experiment Results
# Target: E*=450, nu=0.35, Neo-Hookean block-drop, MPM 8192 particles, 64 steps
# Tasks: dual-parameter external noisy, dual-parameter clean, single-E clean
# Methods: NN+FD and derivative-free baseline
# ================================================================================

## SECTION 1: Per-Epoch / Per-Search-Step Data
task,method,row_type,epoch_or_iter,loss,E_pred,nu_pred,E_abs_error,nu_abs_error,dL_dE_est,dL_dnu_est,h_mse,s_mse,F_mse,step_time_s,cumulative_time_s,E_true,nu_true,N_particles,N_steps,learn_param,obs_mode,noise_h,notes
DualParam_External_Noisy,Baseline_Search,evaluation,1,7.371763e-04,50,0.123333,400,0.226667,,,9.766755e-04,6.395088e-07,0.052359,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,2,7.704006e-04,50,0.196667,400,0.153333,,,9.096033e-04,6.794403e-07,0.051436,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,3,8.693224e-04,50,0.27,400,0.08,,,8.396813e-04,7.853542e-07,0.05187,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,4,0.001028,50,0.343333,400,0.006667,,,8.133556e-04,9.467886e-07,0.054303,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,5,0.001157,50,0.416667,400,0.066667,,,8.459426e-04,1.072454e-06,0.057259,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,6,0.001225,50,0.49,400,0.14,,,8.266032e-04,1.142473e-06,0.059518,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,7,7.365185e-05,175,0.05,275,0.3,,,6.758227e-05,6.689363e-08,0.00385,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,8,7.551534e-05,175,0.123333,275,0.226667,,,6.707088e-05,6.880825e-08,0.003889,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,9,8.155558e-05,175,0.196667,275,0.153333,,,6.761464e-05,7.479412e-08,0.004104,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,10,9.055864e-05,175,0.27,275,0.08,,,7.073524e-05,8.348512e-08,0.004455,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,11,9.682132e-05,175,0.343333,275,0.006667,,,7.416453e-05,8.940487e-08,0.004738,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,12,9.722111e-05,175,0.416667,275,0.066667,,,7.112405e-05,9.010871e-08,0.004842,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,13,1.037838e-04,175,0.49,275,0.14,,,6.656822e-05,9.712701e-08,0.005313,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,14,1.628901e-05,300,0.05,150,0.3,,,7.466708e-06,1.554234e-08,8.020769e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,15,1.686360e-05,300,0.123333,150,0.226667,,,7.568298e-06,1.610677e-08,8.143330e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,16,1.875215e-05,300,0.196667,150,0.153333,,,8.025020e-06,1.794965e-08,8.930591e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,17,2.074478e-05,300,0.27,150,0.08,,,8.879024e-06,1.985688e-08,9.869431e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,18,2.058477e-05,300,0.343333,150,0.006667,,,9.186061e-06,1.966616e-08,9.852026e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,19,2.166111e-05,300,0.416667,150,0.066667,,,8.891382e-06,2.077198e-08,0.001039,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,20,1000000014999999968654064091136,300,0.49,150,0.14,,,1000000014999999968654064091136,1000000014999999968654064091136,1000000014999999968654064091136,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,21,6.342732e-06,425,0.05,25,0.3,,,9.758113e-07,6.245151e-09,2.926106e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,22,3.358862e-06,425,0.123333,25,0.226667,,,9.315766e-07,3.265704e-09,1.500539e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,23,1.574216e-06,425,0.196667,25,0.153333,,,9.501430e-07,1.479202e-09,6.619412e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,24,8.068260e-07,425,0.27,25,0.08,,,1.076903e-06,6.991357e-10,3.060176e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,25,4.685224e-07,425,0.343333,25,0.006667,,,1.085072e-06,3.600152e-10,1.791275e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,26,1.512482e-06,425,0.416667,25,0.066667,,,1.122947e-06,1.400187e-09,6.373128e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,27,1000000014999999968654064091136,425,0.49,25,0.14,,,1000000014999999968654064091136,1000000014999999968654064091136,1000000014999999968654064091136,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,28,1.191249e-05,550,0.05,100,0.3,,,1.507402e-06,1.176175e-08,5.541837e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,29,9.415106e-06,550,0.123333,100,0.226667,,,1.425727e-06,9.272534e-09,4.299990e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,30,7.450380e-06,550,0.196667,100,0.153333,,,1.338353e-06,7.316545e-09,3.381006e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,31,5.782101e-06,550,0.27,100,0.08,,,1.304533e-06,5.651647e-09,2.665931e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,32,4.024512e-06,550,0.343333,100,0.006667,,,1.277621e-06,3.896750e-09,1.901097e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,33,2.529945e-06,550,0.416667,100,0.066667,,,1.271615e-06,2.402783e-09,1.232015e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,34,1000000014999999968654064091136,550,0.49,100,0.14,,,1000000014999999968654064091136,1000000014999999968654064091136,1000000014999999968654064091136,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,35,1.469664e-05,675,0.05,225,0.3,,,3.301518e-06,1.436649e-08,7.138433e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,36,1.423545e-05,675,0.123333,225,0.226667,,,3.234109e-06,1.391204e-08,6.854487e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,37,1.388754e-05,675,0.196667,225,0.153333,,,3.164617e-06,1.357108e-08,6.667181e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,38,1.312381e-05,675,0.27,225,0.08,,,3.079433e-06,1.281587e-08,6.286358e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,39,1.111374e-05,675,0.343333,225,0.006667,,,2.988784e-06,1.081486e-08,5.342106e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,40,9.424482e-06,675,0.416667,225,0.066667,,,2.974390e-06,9.127044e-09,4.530127e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,41,1000000014999999968654064091136,675,0.49,225,0.14,,,1000000014999999968654064091136,1000000014999999968654064091136,1000000014999999968654064091136,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,42,1.546475e-05,800,0.05,350,0.3,,,5.256349e-06,1.493911e-08,7.638912e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,43,1.516802e-05,800,0.123333,350,0.226667,,,5.237127e-06,1.464430e-08,7.475871e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,44,1.531736e-05,800,0.196667,350,0.153333,,,5.221092e-06,1.479525e-08,7.496168e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,45,1.520817e-05,800,0.27,350,0.08,,,5.115910e-06,1.469658e-08,7.390698e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,46,1.433726e-05,800,0.343333,350,0.006667,,,4.992055e-06,1.383806e-08,6.948985e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,47,1.401601e-05,800,0.416667,350,0.066667,,,5.010833e-06,1.351493e-08,6.730558e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,48,105357686800000006587032797184,800,0.49,350,0.14,,,8443626,105357684100000008139440128,387295294799999986737086464,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,49,2.074480e-05,300,0.27,150,0.08,,,8.878983e-06,1.985690e-08,9.869420e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,50,2.099527e-05,300,0.294444,150,0.055556,,,9.134686e-06,2.008180e-08,0.001,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,51,2.094020e-05,300,0.318889,150,0.031111,,,9.279142e-06,2.001228e-08,9.992789e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,52,2.058492e-05,300,0.343333,150,0.006667,,,9.186223e-06,1.966630e-08,9.851945e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,53,2.022019e-05,300,0.367778,150,0.017778,,,8.918765e-06,1.932831e-08,9.718440e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,54,2.047433e-05,300,0.392222,150,0.042222,,,8.709790e-06,1.960336e-08,9.843276e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,55,2.166104e-05,300,0.416667,150,0.066667,,,8.890837e-06,2.077196e-08,0.001039,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,56,9.878018e-06,341.666656,0.27,108.333343,0.08,,,4.337131e-06,9.444305e-09,4.717661e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,57,1.002821e-05,341.666656,0.294444,108.333343,0.055556,,,4.469980e-06,9.581210e-09,4.779962e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,58,1.004576e-05,341.666656,0.318889,108.333343,0.031111,,,4.513267e-06,9.594429e-09,4.782815e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,59,9.976979e-06,341.666656,0.343333,108.333343,0.006667,,,4.439317e-06,9.533046e-09,4.750001e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,60,1.008319e-05,341.666656,0.367778,108.333343,0.017778,,,4.287182e-06,9.654473e-09,4.798117e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,61,1.071689e-05,341.666656,0.392222,108.333343,0.042222,,,4.223135e-06,1.029458e-08,5.076367e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,62,1.187839e-05,341.666656,0.416667,108.333343,0.066667,,,4.396952e-06,1.143869e-08,5.585413e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,63,3.313599e-06,383.333344,0.27,66.666656,0.08,,,2.069989e-06,3.106600e-09,1.543826e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,64,3.325839e-06,383.333344,0.294444,66.666656,0.055556,,,2.137789e-06,3.112060e-09,1.544906e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,65,3.319920e-06,383.333344,0.318889,66.666656,0.031111,,,2.154456e-06,3.104474e-09,1.543253e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,66,3.366756e-06,383.333344,0.343333,66.666656,0.006667,,,2.109609e-06,3.155795e-09,1.569107e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,67,3.661066e-06,383.333344,0.367778,66.666656,0.017778,,,2.041919e-06,3.456874e-09,1.702468e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,68,4.317809e-06,383.333344,0.392222,66.666656,0.042222,,,2.023738e-06,4.115435e-09,1.986852e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,69,5.198780e-06,383.333344,0.416667,66.666656,0.066667,,,2.134385e-06,4.985342e-09,2.370517e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,70,8.068432e-07,425,0.27,25,0.08,,,1.076914e-06,6.991517e-10,3.060031e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,71,6.356241e-07,425,0.294444,25,0.055556,,,1.108811e-06,5.247430e-10,2.350128e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,72,4.938561e-07,425,0.318889,25,0.031111,,,1.112525e-06,3.826036e-10,1.818699e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,73,4.685673e-07,425,0.343333,25,0.006667,,,1.085117e-06,3.600556e-10,1.791226e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,74,6.438158e-07,425,0.367778,25,0.017778,,,1.056994e-06,5.381164e-10,2.571696e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,75,1.026373e-06,425,0.392222,25,0.042222,,,1.062128e-06,9.201604e-10,4.254666e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,76,1.512468e-06,425,0.416667,25,0.066667,,,1.123039e-06,1.400164e-09,6.373513e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,77,1.066645e-06,466.666656,0.27,16.666656,0.08,,,7.919101e-07,9.874537e-10,4.185309e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,78,7.335428e-07,466.666656,0.294444,16.666656,0.055556,,,8.021010e-07,6.533327e-10,2.824767e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,79,4.471692e-07,466.666656,0.318889,16.666656,0.031111,,,7.970571e-07,3.674635e-10,1.652710e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,80,2.557401e-07,466.666656,0.343333,16.666656,0.006667,,,7.862276e-07,1.771173e-10,8.532394e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,81,1.806803e-07,466.666656,0.367778,16.666656,0.017778,,,7.838874e-07,1.022916e-10,5.233569e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,82,2.098074e-07,466.666656,0.392222,16.666656,0.042222,,,7.893006e-07,1.308773e-10,6.382214e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,83,3.243802e-07,466.666656,0.416667,16.666656,0.066667,,,8.158763e-07,2.427925e-10,1.102209e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,84,2.982754e-06,508.333344,0.27,58.333344,0.08,,,9.218355e-07,2.890571e-09,1.330802e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,85,2.525344e-06,508.333344,0.294444,58.333344,0.055556,,,9.193908e-07,2.433405e-09,1.141033e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,86,2.091083e-06,508.333344,0.318889,58.333344,0.031111,,,9.125682e-07,1.999826e-09,9.548922e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,87,1.694202e-06,508.333344,0.343333,58.333344,0.006667,,,9.097693e-07,1.603225e-09,7.822306e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,88,1.342074e-06,508.333344,0.367778,58.333344,0.017778,,,9.163838e-07,1.250435e-09,6.267540e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,89,1.054781e-06,508.333344,0.392222,58.333344,0.042222,,,9.167144e-07,9.631098e-10,4.968934e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,90,8.834245e-07,508.333344,0.416667,58.333344,0.066667,,,9.189558e-07,7.915290e-10,4.173030e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,91,5.782117e-06,550,0.27,100,0.08,,,1.304473e-06,5.651669e-09,2.665956e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,92,5.218438e-06,550,0.294444,100,0.055556,,,1.286939e-06,5.089745e-09,2.421336e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,93,4.638397e-06,550,0.318889,100,0.031111,,,1.279882e-06,4.510408e-09,2.169235e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,94,4.024503e-06,550,0.343333,100,0.006667,,,1.277682e-06,3.896735e-09,1.901101e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,95,3.418669e-06,550,0.367778,100,0.017778,,,1.282277e-06,3.290442e-09,1.634360e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,96,2.896769e-06,550,0.392222,100,0.042222,,,1.277354e-06,2.769034e-09,1.402962e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,97,2.529934e-06,550,0.416667,100,0.066667,,,1.271489e-06,2.402785e-09,1.232012e-04,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,98,4.685536e-07,425,0.343333,25,0.006667,,,1.085189e-06,3.600347e-10,1.791222e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,99,5.013417e-07,425,0.351481,25,0.001481,,,1.075139e-06,3.938277e-10,1.939718e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,100,5.592636e-07,425,0.35963,25,0.00963,,,1.063191e-06,4.529445e-10,2.203176e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,101,6.438285e-07,425,0.367778,25,0.017778,,,1.057120e-06,5.381165e-10,2.571489e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,102,7.511675e-07,425,0.375926,25,0.025926,,,1.054377e-06,6.457299e-10,3.050117e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,103,8.786350e-07,425,0.384074,25,0.034074,,,1.055277e-06,7.731074e-10,3.615877e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,104,1.026523e-06,425,0.392222,25,0.042222,,,1.062398e-06,9.202827e-10,4.253265e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,105,1.551635e-07,438.888886,0.343333,11.111114,0.006667,,,9.207668e-07,6.308685e-11,3.103944e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,106,1.673549e-07,438.888886,0.351481,11.111114,0.001481,,,9.140725e-07,7.594762e-11,3.718194e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,107,2.008010e-07,438.888886,0.35963,11.111114,0.00963,,,9.091937e-07,1.098816e-10,5.218621e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,108,2.547816e-07,438.888886,0.367778,11.111114,0.017778,,,9.063452e-07,1.641470e-10,7.587679e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,109,3.274821e-07,438.888886,0.375926,11.111114,0.025926,,,9.046346e-07,2.370187e-10,1.076463e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,110,4.174266e-07,438.888886,0.384074,11.111114,0.034074,,,9.064855e-07,3.267781e-10,1.473351e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,111,5.197853e-07,438.888886,0.392222,11.111114,0.042222,,,9.119315e-07,4.285922e-10,1.921943e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,112,9.765803e-08,452.777771,0.343333,2.777771,0.006667,,,8.259431e-07,1.506372e-11,6.445061e-07,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,113,8.584906e-08,452.777771,0.351481,2.777771,0.001481,,,8.220130e-07,3.647753e-12,1.771735e-07,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,114,9.088130e-08,452.777771,0.35963,2.777771,0.00963,,,8.193582e-07,8.945482e-12,4.258326e-07,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,115,1.121274e-07,452.777771,0.367778,2.777771,0.017778,,,8.180557e-07,3.032186e-11,1.346771e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,116,1.478673e-07,452.777771,0.375926,2.777771,0.025926,,,8.175451e-07,6.611283e-11,2.918797e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,117,1.977660e-07,452.777771,0.384074,2.777771,0.034074,,,8.201146e-07,1.157545e-10,5.079684e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
