# ================================================================================
# Inverse MPM Material Learning - Experiment Results
# Target: E*=450, nu=0.35, Neo-Hookean block-drop, MPM 8192 particles, 64 steps
# Tasks: dual-parameter external noisy, dual-parameter clean, single-E clean
# Methods: NN+FD and derivative-free baseline
# ================================================================================

## SECTION 1: Per-Epoch / Per-Search-Step Data
task,method,row_type,epoch_or_iter,loss,E_pred,nu_pred,E_abs_error,nu_abs_error,dL_dE_est,dL_dnu_est,h_mse,s_mse,F_mse,step_time_s,cumulative_time_s,E_true,nu_true,N_particles,N_steps,learn_param,obs_mode,noise_h,notes
DualParam_External_Noisy,Baseline_Search,evaluation,118,2.583228e-07,452.777771,0.392222,2.777771,0.042222,,,8.250266e-07,1.758202e-10,7.750848e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,119,2.557339e-07,466.666656,0.343333,16.666656,0.006667,,,7.862399e-07,1.771099e-10,8.532126e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,120,2.176781e-07,466.666656,0.351481,16.666656,0.001481,,,7.843276e-07,1.392453e-10,6.896089e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,121,1.930657e-07,466.666656,0.35963,16.666656,0.00963,,,7.838294e-07,1.146827e-10,5.779431e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,122,1.806887e-07,466.666656,0.367778,16.666656,0.017778,,,7.839968e-07,1.022890e-10,5.233338e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,123,1.798511e-07,466.666656,0.375926,16.666656,0.025926,,,7.847948e-07,1.013716e-10,5.202096e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,124,1.898152e-07,466.666656,0.384074,16.666656,0.034074,,,7.861861e-07,1.111966e-10,5.511984e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,125,2.097922e-07,466.666656,0.392222,16.666656,0.042222,,,7.891637e-07,1.308758e-10,6.382422e-06,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,126,5.935049e-07,480.555542,0.343333,30.555542,0.006667,,,7.912660e-07,5.143783e-10,2.512965e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,127,5.288039e-07,480.555542,0.351481,30.555542,0.001481,,,7.915837e-07,4.496455e-10,2.221245e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,128,4.734425e-07,480.555542,0.35963,30.555542,0.00963,,,7.925708e-07,3.941855e-10,1.984963e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,129,4.272319e-07,480.555542,0.367778,30.555542,0.017778,,,7.940491e-07,3.478269e-10,1.772458e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,130,3.889213e-07,480.555542,0.375926,30.555542,0.025926,,,7.945035e-07,3.094710e-10,1.585382e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,131,3.625099e-07,480.555542,0.384074,30.555542,0.034074,,,7.962550e-07,2.828844e-10,1.467330e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,132,3.428235e-07,480.555542,0.392222,30.555542,0.042222,,,7.970309e-07,2.631204e-10,1.372501e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,133,1.082326e-06,494.444428,0.343333,44.444427,0.006667,,,8.353626e-07,9.987899e-10,4.865908e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,134,9.898438e-07,494.444428,0.351481,44.444427,0.001481,,,8.368067e-07,9.061631e-10,4.467087e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,135,9.030059e-07,494.444428,0.35963,44.444427,0.00963,,,8.384140e-07,8.191645e-10,4.077293e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,136,8.218321e-07,494.444428,0.367778,44.444427,0.017778,,,8.393361e-07,7.378985e-10,3.711344e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,137,7.515872e-07,494.444428,0.375926,44.444427,0.025926,,,8.414060e-07,6.674466e-10,3.410747e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,138,6.879252e-07,494.444428,0.384074,44.444427,0.034074,,,8.416731e-07,6.037579e-10,3.121346e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,139,6.329054e-07,494.444428,0.392222,44.444427,0.042222,,,8.416368e-07,5.487417e-10,2.872757e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,140,1.694207e-06,508.333313,0.343333,58.333313,0.006667,,,9.098108e-07,1.603226e-09,7.822206e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,141,1.570025e-06,508.333313,0.351481,58.333313,0.001481,,,9.105199e-07,1.478973e-09,7.278390e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,142,1.452015e-06,508.333313,0.35963,58.333313,0.00963,,,9.134217e-07,1.360672e-09,6.746696e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,143,1.342070e-06,508.333313,0.367778,58.333313,0.017778,,,9.163678e-07,1.250433e-09,6.267374e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,144,1.239600e-06,508.333313,0.375926,58.333313,0.025926,,,9.194054e-07,1.147660e-09,5.801126e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,145,1.139746e-06,508.333313,0.384074,58.333313,0.034074,,,9.174810e-07,1.047998e-09,5.358550e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_External_Noisy,Baseline_Search,evaluation,146,1.054778e-06,508.333313,0.392222,58.333313,0.042222,,,9.166252e-07,9.631158e-10,4.968882e-05,,,450,0.35,8192,64,both,external,0.001,"final setting: noisy height target, external-observation loss"
DualParam_Clean,NN+FD,epoch,0,1.530692e-04,426.513489,0.270769,23.486511,0.079231,-5.366186e-06,-0.001436,,,,42.783234,42.783234,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,1,1.437171e-04,428.251526,0.271708,21.748474,0.078292,-4.900496e-06,-0.001714,,,,0.87172,43.654954,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,2,1.341818e-04,430.343842,0.272867,19.656158,0.077133,-4.228707e-06,-0.001667,,,,0.779506,44.434461,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,3,1.242796e-04,432.817505,0.274255,17.182495,0.075745,-3.436980e-06,-0.001683,,,,0.778095,45.212555,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,4,1.143391e-04,435.697968,0.275886,14.302032,0.074114,-2.701719e-06,-0.001873,,,,0.777908,45.990463,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,5,1.048770e-04,438.965179,0.277783,11.034821,0.072217,-1.622029e-06,-0.001747,,,,0.774616,46.765079,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,6,9.734942e-05,442.555725,0.279953,7.444275,0.070047,-8.202624e-07,-0.001996,,,,0.775383,47.540462,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,7,9.233240e-05,446.1091,0.282373,3.8909,0.067627,2.709166e-07,-0.00211,,,,0.783499,48.323961,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,8,8.965553e-05,448.881042,0.284947,1.118958,0.065053,1.247779e-06,-0.002069,,,,0.773914,49.097875,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,9,8.855428e-05,450.389832,0.287549,0.389832,0.062451,1.968470e-06,-0.002192,,,,0.775387,49.873262,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,10,8.637360e-05,450.656036,0.290084,0.656036,0.059916,2.441975e-06,-0.002138,,,,0.772169,50.645431,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,11,8.129804e-05,450.074249,0.292614,0.074249,0.057386,2.337893e-06,-0.002205,,,,0.774656,51.420087,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,12,7.441616e-05,448.92099,0.295219,1.07901,0.054781,2.120476e-06,-0.002172,,,,0.772608,52.192695,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,13,6.671056e-05,447.462311,0.298039,2.537689,0.051961,1.570083e-06,-0.002118,,,,0.772434,52.965129,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,14,5.899341e-05,445.832245,0.301185,4.167755,0.048815,1.096405e-06,-0.002063,,,,0.798688,53.763816,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,15,5.119097e-05,444.141632,0.30473,5.858368,0.04527,5.355541e-07,-0.001966,,,,0.807977,54.571794,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,16,4.419811e-05,442.536194,0.308689,7.463806,0.041311,-4.422691e-08,-0.001769,,,,0.772299,55.344093,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,17,3.798029e-05,441.275024,0.313059,8.724976,0.036941,-6.253340e-07,-0.001626,,,,0.772921,56.117013,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,18,3.243433e-05,440.676056,0.317798,9.323944,0.032202,-1.137694e-06,-0.001421,,,,0.770057,56.88707,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,19,2.693399e-05,440.967041,0.322858,9.032959,0.027142,-1.505763e-06,-0.001256,,,,0.782289,57.669359,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,20,2.075895e-05,442.144653,0.32816,7.855347,0.02184,-1.535554e-06,-0.001018,,,,0.769814,58.439173,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,21,1.426651e-05,444.133667,0.333642,5.866333,0.016358,-1.404226e-06,-8.524990e-04,,,,0.776355,59.215529,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,22,7.848498e-06,446.716156,0.339186,3.283844,0.010814,-9.728988e-07,-6.017019e-04,,,,0.775938,59.991467,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,23,3.100374e-06,449.590546,0.344677,0.409454,0.005323,-4.546634e-07,-4.254066e-04,,,,0.776466,60.767933,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,24,7.116687e-07,452.283051,0.349965,2.283051,3.475547e-05,1.475395e-07,-2.604532e-04,,,,0.779049,61.546981,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,25,7.180049e-07,454.299286,0.354905,4.299286,0.004905,6.288725e-07,-1.323096e-04,,,,0.776929,62.32391,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,26,2.031810e-06,455.344727,0.359328,5.344727,0.009328,8.816595e-07,3.259330e-05,,,,0.768574,63.092484,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,27,3.408840e-06,455.426575,0.36309,5.426575,0.01309,8.749228e-07,2.159413e-04,,,,0.77505,63.867534,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,28,4.617831e-06,454.819,0.366096,4.819,0.016096,6.170415e-07,3.939918e-04,,,,0.802719,64.670253,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,29,5.586639e-06,453.872955,0.368311,3.872955,0.018311,2.927279e-07,5.362234e-04,,,,0.78496,65.455213,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,30,6.877420e-06,453.035156,0.369674,3.035156,0.019674,-1.133301e-07,7.233777e-04,,,,0.776347,66.23156,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,31,8.137873e-06,452.618439,0.370213,2.618439,0.020213,-3.963110e-07,8.189426e-04,,,,0.775801,67.00736,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,32,8.815784e-06,452.739899,0.37,2.739899,0.02,-5.384063e-07,8.649119e-04,,,,0.770771,67.778131,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,33,8.562846e-06,453.28064,0.369119,3.28064,0.019119,-4.888802e-07,8.650665e-04,,,,0.772832,68.550963,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,34,7.622599e-06,453.994324,0.367704,3.994324,0.017704,-3.017908e-07,7.796721e-04,,,,0.772914,69.323877,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,35,6.444807e-06,454.576813,0.365866,4.576813,0.015866,-2.767592e-08,6.835719e-04,,,,0.771606,70.095482,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,36,5.415468e-06,454.774628,0.363745,4.774628,0.013745,2.462255e-07,5.271547e-04,,,,0.771486,70.866968,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,37,4.557249e-06,454.475617,0.361437,4.475616,0.011437,4.240735e-07,4.205014e-04,,,,0.77094,71.637909,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,38,3.400883e-06,453.661621,0.359012,3.661621,0.009012,5.377694e-07,3.439585e-04,,,,0.768787,72.406696,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,39,2.210962e-06,452.53479,0.356578,2.53479,0.006578,4.236335e-07,2.417125e-04,,,,0.766803,73.173499,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,40,1.212456e-06,451.236633,0.354188,1.236633,0.004188,3.315796e-07,1.950454e-04,,,,0.765055,73.938553,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,41,4.725006e-07,449.962647,0.351858,0.037354,0.001858,1.361954e-07,1.997134e-04,,,,0.791023,74.729576,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,42,1.131735e-07,448.917267,0.349678,1.082733,3.215432e-04,-1.047610e-07,1.108305e-04,,,,0.765796,75.495372,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,43,1.515129e-07,448.224182,0.347721,1.775818,0.002279,-2.939135e-07,2.523212e-05,,,,0.783587,76.278959,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,44,4.338666e-07,447.911591,0.346037,2.088409,0.003963,-3.908528e-07,-5.684387e-05,,,,0.783017,77.061976,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,45,6.806602e-07,447.934357,0.34464,2.065643,0.00536,-3.982456e-07,-1.072879e-04,,,,0.77673,77.838706,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,46,9.069134e-07,448.229981,0.343575,1.77002,0.006425,-3.607159e-07,-2.034079e-04,,,,0.780064,78.61877,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,47,1.048401e-06,448.66684,0.342838,1.33316,0.007162,-2.105534e-07,-2.597952e-04,,,,0.779401,79.398171,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,48,1.226642e-06,449.126251,0.342455,0.873749,0.007545,-4.640151e-08,-3.507853e-04,,,,0.780163,80.178334,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,49,1.386310e-06,449.487305,0.34241,0.512695,0.00759,1.320490e-07,-3.967180e-04,,,,0.786438,80.964772,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,50,1.466110e-06,449.69574,0.342679,0.30426,0.007321,2.263823e-07,-4.205061e-04,,,,0.776028,81.7408,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,51,1.408536e-06,449.729034,0.343211,0.270966,0.006789,2.704767e-07,-3.945314e-04,,,,0.77512,82.51592,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,52,1.203546e-06,449.611908,0.343966,0.388092,0.006034,2.483411e-07,-3.670288e-04,,,,0.781208,83.297128,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,53,9.235504e-07,449.392364,0.344888,0.607635,0.005112,1.866510e-07,-3.104171e-04,,,,0.798108,84.095236,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,54,6.341839e-07,449.148315,0.34592,0.851685,0.00408,8.175226e-08,-2.391084e-04,,,,0.781583,84.876819,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,55,4.314050e-07,448.977753,0.34702,1.022247,0.00298,-4.777363e-08,-1.812233e-04,,,,0.779784,85.656603,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,56,2.750387e-07,448.972107,0.348146,1.027893,0.001854,-1.704305e-07,-1.215483e-04,,,,0.783323,86.439925,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,57,1.772437e-07,449.156372,0.349242,0.843628,7.575214e-04,-2.172950e-07,-5.252946e-05,,,,0.781056,87.220981,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,58,8.177420e-08,449.50351,0.350268,0.49649,2.683639e-04,-2.022932e-07,-6.332897e-06,,,,0.782158,88.003139,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,59,4.628567e-08,449.958099,0.351185,0.041901,0.001185,-1.548051e-07,3.727236e-05,,,,0.78193,88.785069,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,60,4.518350e-08,450.43277,0.351959,0.43277,0.001959,-7.084358e-08,7.403601e-05,,,,0.781074,89.566143,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,61,1.007811e-07,450.84079,0.352577,0.84079,0.002577,1.728839e-08,8.973104e-05,,,,0.781366,90.347509,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,62,1.703210e-07,451.120361,0.353036,1.120361,0.003036,8.472870e-08,9.572681e-05,,,,0.780586,91.128095,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,63,2.489028e-07,451.204773,0.35331,1.204773,0.00331,1.574490e-07,1.291246e-04,,,,0.782077,91.910172,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,64,2.917839e-07,451.092346,0.353398,1.092346,0.003398,1.728605e-07,1.432754e-04,,,,0.784356,92.694529,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,65,2.877744e-07,450.838043,0.353314,0.838043,0.003314,1.339338e-07,1.514016e-04,,,,0.775848,93.470376,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,66,2.559779e-07,450.518707,0.353063,0.518707,0.003063,6.866777e-08,1.683050e-04,,,,0.792725,94.263101,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,67,2.243286e-07,450.239441,0.352698,0.239441,0.002698,-2.638620e-08,1.441813e-04,,,,0.777833,95.040934,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,68,1.846013e-07,450.049591,0.352241,0.049591,0.002241,-7.830693e-08,1.372031e-04,,,,0.79355,95.834484,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,69,1.481613e-07,449.967071,0.351713,0.032928,0.001713,-1.042473e-07,1.286974e-04,,,,0.783274,96.617758,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,70,9.504175e-08,449.974029,0.351143,0.02597,0.001143,-9.463925e-08,1.034555e-04,,,,0.780871,97.398629,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,71,4.128678e-08,450.034393,0.350565,0.034393,5.654633e-04,-6.404417e-08,7.085113e-05,,,,0.778225,98.176854,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,72,8.907501e-09,450.104401,0.350011,0.104401,1.081228e-05,-2.109758e-08,3.477265e-05,,,,0.779707,98.956561,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,73,1.432293e-09,450.138733,0.349511,0.138733,4.891813e-04,2.894615e-08,-5.162058e-06,,,,0.782786,99.739347,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,74,1.310438e-08,450.109222,0.349087,0.109222,9.134471e-04,6.549791e-08,-3.605799e-05,,,,0.785873,100.52522,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,75,3.307641e-08,450.014008,0.348757,0.014008,0.001243,7.776147e-08,-6.404879e-05,,,,0.784181,101.309401,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,76,4.785955e-08,449.87915,0.348527,0.12085,0.001473,5.934747e-08,-7.443046e-05,,,,0.808069,102.11747,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,77,7.119075e-08,449.736511,0.348395,0.263489,0.001605,3.134821e-08,-7.868474e-05,,,,0.783759,102.901229,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,78,7.160244e-08,449.618774,0.34836,0.381226,0.00164,-5.687824e-10,-8.310709e-05,,,,0.772305,103.673535,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,79,7.510285e-08,449.565277,0.348414,0.434723,0.001586,-4.337086e-08,-7.658207e-05,,,,0.77151,104.445045,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,80,7.623377e-08,449.587341,0.348543,0.412659,0.001457,-6.114284e-08,-7.048177e-05,,,,0.779875,105.224919,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,81,6.738657e-08,449.666992,0.348734,0.333008,0.001266,-5.043634e-08,-6.487532e-05,,,,0.778755,106.003675,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,82,4.211629e-08,449.786896,0.348973,0.213104,0.001027,-3.907309e-08,-5.696289e-05,,,,0.780868,106.784543,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,83,2.810845e-08,449.922302,0.349245,0.077698,7.552862e-04,-1.902767e-08,-5.002377e-05,,,,0.805804,107.590347,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,84,1.701209e-08,450.032562,0.349535,0.032562,4.653990e-04,1.769330e-08,-4.276902e-05,,,,0.797218,108.387565,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,85,7.144045e-09,450.100586,0.349824,0.100586,1.756012e-04,3.403311e-08,-2.935847e-05,,,,0.787934,109.175499,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,86,3.279173e-09,450.123321,0.350098,0.123322,9.834170e-05,3.823678e-08,-1.519161e-05,,,,0.787423,109.962922,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,87,1.713656e-09,450.109833,0.350344,0.109833,3.435850e-04,3.143955e-08,-1.178580e-06,,,,0.779151,110.742074,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,88,4.371901e-09,450.080658,0.350549,0.080658,5.493999e-04,1.365731e-08,1.310486e-05,,,,0.781637,111.52371,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,89,7.889858e-09,450.057861,0.350703,0.057861,7.032693e-04,-7.174378e-09,3.009598e-05,,,,0.775098,112.298808,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
DualParam_Clean,NN+FD,epoch,90,1.289483e-08,450.056152,0.350798,0.056152,7.979214e-04,-2.239025e-08,4.267905e-05,,,,0.780909,113.079717,450,0.35,8192,64,both,full,0,"clean simulated target, full observable loss"
